,survived,pclass,sex,age,sibsp,parch,fare,embarked,adult_male,alive,alone,family_size,embark_town_Cherbourg,embark_town_Queenstown,embark_town_Southampton,who_child,who_man,who_woman,class_First,class_Second,class_Third
285,0,3,0,33.0,0,0,8.6625,0,True,1,True,1,True,False,False,False,True,False,False,False,True
286,1,3,0,30.0,0,0,9.5,2,True,0,True,1,False,False,True,False,True,False,False,False,True
287,0,3,0,22.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
288,1,2,0,42.0,0,0,13.0,2,True,0,True,1,False,False,True,False,True,False,False,True,False
289,1,3,1,22.0,0,0,7.75,1,False,0,True,1,False,True,False,False,False,True,False,False,True
290,1,1,1,26.0,0,0,78.85,2,False,0,True,1,False,False,True,False,False,True,True,False,False
291,1,1,1,19.0,1,0,91.0792,0,False,0,False,2,True,False,False,False,False,True,True,False,False
292,0,2,0,36.0,0,0,12.875,0,True,1,True,1,True,False,False,False,True,False,False,True,False
293,0,3,1,24.0,0,0,8.85,2,False,1,True,1,False,False,True,False,False,True,False,False,True
294,0,3,0,24.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
295,0,1,0,28.0,0,0,27.7208,0,True,1,True,1,True,False,False,False,True,False,True,False,False
296,0,3,0,23.5,0,0,7.2292,0,True,1,True,1,True,False,False,False,True,False,False,False,True
297,0,1,1,2.0,1,2,151.55,2,False,1,False,4,False,False,True,True,False,False,True,False,False
298,1,1,0,28.0,0,0,30.5,2,True,0,True,1,False,False,True,False,True,False,True,False,False
299,1,1,1,50.0,0,1,247.5208,0,False,0,False,2,True,False,False,False,False,True,True,False,False
300,1,3,1,28.0,0,0,7.75,1,False,0,True,1,False,True,False,False,False,True,False,False,True
301,1,3,0,28.0,2,0,23.25,1,True,0,False,3,False,True,False,False,True,False,False,False,True
302,0,3,0,19.0,0,0,0.0,2,True,1,True,1,False,False,True,False,True,False,False,False,True
303,1,2,1,28.0,0,0,12.35,1,False,0,True,1,False,True,False,False,False,True,False,True,False
304,0,3,0,28.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
305,1,1,0,0.92,1,2,151.55,2,False,0,False,4,False,False,True,True,False,False,True,False,False
306,1,1,1,28.0,0,0,110.8833,0,False,0,True,1,True,False,False,False,False,True,True,False,False
307,1,1,1,17.0,1,0,108.9,0,False,0,False,2,True,False,False,False,False,True,True,False,False
308,0,2,0,30.0,1,0,24.0,0,True,1,False,2,True,False,False,False,True,False,False,True,False
309,1,1,1,30.0,0,0,56.9292,0,False,0,True,1,True,False,False,False,False,True,True,False,False
310,1,1,1,24.0,0,0,83.1583,0,False,0,True,1,True,False,False,False,False,True,True,False,False
311,1,1,1,18.0,2,2,262.375,0,False,0,False,5,True,False,False,False,False,True,True,False,False
312,0,2,1,26.0,1,1,26.0,2,False,1,False,3,False,False,True,False,False,True,False,True,False
313,0,3,0,28.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
314,0,2,0,43.0,1,1,26.25,2,True,1,False,3,False,False,True,False,True,False,False,True,False
315,1,3,1,26.0,0,0,7.8542,2,False,0,True,1,False,False,True,False,False,True,False,False,True
316,1,2,1,24.0,1,0,26.0,2,False,0,False,2,False,False,True,False,False,True,False,True,False
317,0,2,0,54.0,0,0,14.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
318,1,1,1,31.0,0,2,164.8667,2,False,0,False,3,False,False,True,False,False,True,True,False,False
319,1,1,1,40.0,1,1,134.5,0,False,0,False,3,True,False,False,False,False,True,True,False,False
320,0,3,0,22.0,0,0,7.25,2,True,1,True,1,False,False,True,False,True,False,False,False,True
321,0,3,0,27.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
322,1,2,1,30.0,0,0,12.35,1,False,0,True,1,False,True,False,False,False,True,False,True,False
323,1,2,1,22.0,1,1,29.0,2,False,0,False,3,False,False,True,False,False,True,False,True,False
324,0,3,0,28.0,8,2,69.55,2,True,1,False,11,False,False,True,False,True,False,False,False,True
325,1,1,1,36.0,0,0,135.6333,0,False,0,True,1,True,False,False,False,False,True,True,False,False
326,0,3,0,61.0,0,0,6.2375,2,True,1,True,1,False,False,True,False,True,False,False,False,True
327,1,2,1,36.0,0,0,13.0,2,False,0,True,1,False,False,True,False,False,True,False,True,False
328,1,3,1,31.0,1,1,20.525,2,False,0,False,3,False,False,True,False,False,True,False,False,True
329,1,1,1,16.0,0,1,57.9792,0,False,0,False,2,True,False,False,False,False,True,True,False,False
330,1,3,1,28.0,2,0,23.25,1,False,0,False,3,False,True,False,False,False,True,False,False,True
331,0,1,0,45.5,0,0,28.5,2,True,1,True,1,False,False,True,False,True,False,True,False,False
332,0,1,0,38.0,0,1,153.4625,2,True,1,False,2,False,False,True,False,True,False,True,False,False
333,0,3,0,16.0,2,0,18.0,2,True,1,False,3,False,False,True,False,True,False,False,False,True
334,1,1,1,28.0,1,0,133.65,2,False,0,False,2,False,False,True,False,False,True,True,False,False
335,0,3,0,28.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
336,0,1,0,29.0,1,0,66.6,2,True,1,False,2,False,False,True,False,True,False,True,False,False
337,1,1,1,41.0,0,0,134.5,0,False,0,True,1,True,False,False,False,False,True,True,False,False
338,1,3,0,45.0,0,0,8.05,2,True,0,True,1,False,False,True,False,True,False,False,False,True
339,0,1,0,45.0,0,0,35.5,2,True,1,True,1,False,False,True,False,True,False,True,False,False
340,1,2,0,2.0,1,1,26.0,2,False,0,False,3,False,False,True,True,False,False,False,True,False
341,1,1,1,24.0,3,2,263.0,2,False,0,False,6,False,False,True,False,False,True,True,False,False
342,0,2,0,28.0,0,0,13.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
343,0,2,0,25.0,0,0,13.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
344,0,2,0,36.0,0,0,13.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
345,1,2,1,24.0,0,0,13.0,2,False,0,True,1,False,False,True,False,False,True,False,True,False
346,1,2,1,40.0,0,0,13.0,2,False,0,True,1,False,False,True,False,False,True,False,True,False
347,1,3,1,28.0,1,0,16.1,2,False,0,False,2,False,False,True,False,False,True,False,False,True
348,1,3,0,3.0,1,1,15.9,2,False,0,False,3,False,False,True,True,False,False,False,False,True
349,0,3,0,42.0,0,0,8.6625,2,True,1,True,1,False,False,True,False,True,False,False,False,True
350,0,3,0,23.0,0,0,9.225,2,True,1,True,1,False,False,True,False,True,False,False,False,True
351,0,1,0,28.0,0,0,35.0,2,True,1,True,1,False,False,True,False,True,False,True,False,False
352,0,3,0,15.0,1,1,7.2292,0,False,1,False,3,True,False,False,True,False,False,False,False,True
353,0,3,0,25.0,1,0,17.8,2,True,1,False,2,False,False,True,False,True,False,False,False,True
354,0,3,0,28.0,0,0,7.225,0,True,1,True,1,True,False,False,False,True,False,False,False,True
355,0,3,0,28.0,0,0,9.5,2,True,1,True,1,False,False,True,False,True,False,False,False,True
356,1,1,1,22.0,0,1,55.0,2,False,0,False,2,False,False,True,False,False,True,True,False,False
357,0,2,1,38.0,0,0,13.0,2,False,1,True,1,False,False,True,False,False,True,False,True,False
358,1,3,1,28.0,0,0,7.8792,1,False,0,True,1,False,True,False,False,False,True,False,False,True
359,1,3,1,28.0,0,0,7.8792,1,False,0,True,1,False,True,False,False,False,True,False,False,True
360,0,3,0,40.0,1,4,27.9,2,True,1,False,6,False,False,True,False,True,False,False,False,True
361,0,2,0,29.0,1,0,27.7208,0,True,1,False,2,True,False,False,False,True,False,False,True,False
362,0,3,1,45.0,0,1,14.4542,0,False,1,False,2,True,False,False,False,False,True,False,False,True
363,0,3,0,35.0,0,0,7.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
364,0,3,0,28.0,1,0,15.5,1,True,1,False,2,False,True,False,False,True,False,False,False,True
365,0,3,0,30.0,0,0,7.25,2,True,1,True,1,False,False,True,False,True,False,False,False,True
366,1,1,1,60.0,1,0,75.25,0,False,0,False,2,True,False,False,False,False,True,True,False,False
367,1,3,1,28.0,0,0,7.2292,0,False,0,True,1,True,False,False,False,False,True,False,False,True
368,1,3,1,28.0,0,0,7.75,1,False,0,True,1,False,True,False,False,False,True,False,False,True
369,1,1,1,24.0,0,0,69.3,0,False,0,True,1,True,False,False,False,False,True,True,False,False
370,1,1,0,25.0,1,0,55.4417,0,True,0,False,2,True,False,False,False,True,False,True,False,False
371,0,3,0,18.0,1,0,6.4958,2,True,1,False,2,False,False,True,False,True,False,False,False,True
372,0,3,0,19.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
373,0,1,0,22.0,0,0,135.6333,0,True,1,True,1,True,False,False,False,True,False,True,False,False
374,0,3,1,3.0,3,1,21.075,2,False,1,False,5,False,False,True,True,False,False,False,False,True
375,1,1,1,28.0,1,0,82.1708,0,False,0,False,2,True,False,False,False,False,True,True,False,False
376,1,3,1,22.0,0,0,7.25,2,False,0,True,1,False,False,True,False,False,True,False,False,True
377,0,1,0,27.0,0,2,211.5,0,True,1,False,3,True,False,False,False,True,False,True,False,False
378,0,3,0,20.0,0,0,4.0125,0,True,1,True,1,True,False,False,False,True,False,False,False,True
379,0,3,0,19.0,0,0,7.775,2,True,1,True,1,False,False,True,False,True,False,False,False,True
380,1,1,1,42.0,0,0,227.525,0,False,0,True,1,True,False,False,False,False,True,True,False,False
381,1,3,1,1.0,0,2,15.7417,0,False,0,False,3,True,False,False,True,False,False,False,False,True
382,0,3,0,32.0,0,0,7.925,2,True,1,True,1,False,False,True,False,True,False,False,False,True
383,1,1,1,35.0,1,0,52.0,2,False,0,False,2,False,False,True,False,False,True,True,False,False
384,0,3,0,28.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
385,0,2,0,18.0,0,0,73.5,2,True,1,True,1,False,False,True,False,True,False,False,True,False
386,0,3,0,1.0,5,2,46.9,2,False,1,False,8,False,False,True,True,False,False,False,False,True
387,1,2,1,36.0,0,0,13.0,2,False,0,True,1,False,False,True,False,False,True,False,True,False
388,0,3,0,28.0,0,0,7.7292,1,True,1,True,1,False,True,False,False,True,False,False,False,True
389,1,2,1,17.0,0,0,12.0,0,False,0,True,1,True,False,False,False,False,True,False,True,False
390,1,1,0,36.0,1,2,120.0,2,True,0,False,4,False,False,True,False,True,False,True,False,False
391,1,3,0,21.0,0,0,7.7958,2,True,0,True,1,False,False,True,False,True,False,False,False,True
392,0,3,0,28.0,2,0,7.925,2,True,1,False,3,False,False,True,False,True,False,False,False,True
393,1,1,1,23.0,1,0,113.275,0,False,0,False,2,True,False,False,False,False,True,True,False,False
394,1,3,1,24.0,0,2,16.7,2,False,0,False,3,False,False,True,False,False,True,False,False,True
395,0,3,0,22.0,0,0,7.7958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
396,0,3,1,31.0,0,0,7.8542,2,False,1,True,1,False,False,True,False,False,True,False,False,True
397,0,2,0,46.0,0,0,26.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
398,0,2,0,23.0,0,0,10.5,2,True,1,True,1,False,False,True,False,True,False,False,True,False
399,1,2,1,28.0,0,0,12.65,2,False,0,True,1,False,False,True,False,False,True,False,True,False
400,1,3,0,39.0,0,0,7.925,2,True,0,True,1,False,False,True,False,True,False,False,False,True
401,0,3,0,26.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
402,0,3,1,21.0,1,0,9.825,2,False,1,False,2,False,False,True,False,False,True,False,False,True
403,0,3,0,28.0,1,0,15.85,2,True,1,False,2,False,False,True,False,True,False,False,False,True
404,0,3,1,20.0,0,0,8.6625,2,False,1,True,1,False,False,True,False,False,True,False,False,True
405,0,2,0,34.0,1,0,21.0,2,True,1,False,2,False,False,True,False,True,False,False,True,False
406,0,3,0,51.0,0,0,7.75,2,True,1,True,1,False,False,True,False,True,False,False,False,True
407,1,2,0,3.0,1,1,18.75,2,False,0,False,3,False,False,True,True,False,False,False,True,False
408,0,3,0,21.0,0,0,7.775,2,True,1,True,1,False,False,True,False,True,False,False,False,True
409,0,3,1,28.0,3,1,25.4667,2,False,1,False,5,False,False,True,False,False,True,False,False,True
410,0,3,0,28.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
411,0,3,0,28.0,0,0,6.8583,1,True,1,True,1,False,True,False,False,True,False,False,False,True
412,1,1,1,33.0,1,0,90.0,1,False,0,False,2,False,True,False,False,False,True,True,False,False
413,0,2,0,28.0,0,0,0.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
414,1,3,0,44.0,0,0,7.925,2,True,0,True,1,False,False,True,False,True,False,False,False,True
415,0,3,1,28.0,0,0,8.05,2,False,1,True,1,False,False,True,False,False,True,False,False,True
416,1,2,1,34.0,1,1,32.5,2,False,0,False,3,False,False,True,False,False,True,False,True,False
417,1,2,1,18.0,0,2,13.0,2,False,0,False,3,False,False,True,False,False,True,False,True,False
418,0,2,0,30.0,0,0,13.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
419,0,3,1,10.0,0,2,24.15,2,False,1,False,3,False,False,True,True,False,False,False,False,True
420,0,3,0,28.0,0,0,7.8958,0,True,1,True,1,True,False,False,False,True,False,False,False,True
421,0,3,0,21.0,0,0,7.7333,1,True,1,True,1,False,True,False,False,True,False,False,False,True
422,0,3,0,29.0,0,0,7.875,2,True,1,True,1,False,False,True,False,True,False,False,False,True
423,0,3,1,28.0,1,1,14.4,2,False,1,False,3,False,False,True,False,False,True,False,False,True
424,0,3,0,18.0,1,1,20.2125,2,True,1,False,3,False,False,True,False,True,False,False,False,True
425,0,3,0,28.0,0,0,7.25,2,True,1,True,1,False,False,True,False,True,False,False,False,True
426,1,2,1,28.0,1,0,26.0,2,False,0,False,2,False,False,True,False,False,True,False,True,False
427,1,2,1,19.0,0,0,26.0,2,False,0,True,1,False,False,True,False,False,True,False,True,False
428,0,3,0,28.0,0,0,7.75,1,True,1,True,1,False,True,False,False,True,False,False,False,True
429,1,3,0,32.0,0,0,8.05,2,True,0,True,1,False,False,True,False,True,False,False,False,True
430,1,1,0,28.0,0,0,26.55,2,True,0,True,1,False,False,True,False,True,False,True,False,False
431,1,3,1,28.0,1,0,16.1,2,False,0,False,2,False,False,True,False,False,True,False,False,True
432,1,2,1,42.0,1,0,26.0,2,False,0,False,2,False,False,True,False,False,True,False,True,False
433,0,3,0,17.0,0,0,7.125,2,True,1,True,1,False,False,True,False,True,False,False,False,True
434,0,1,0,50.0,1,0,55.9,2,True,1,False,2,False,False,True,False,True,False,True,False,False
435,1,1,1,14.0,1,2,120.0,2,False,0,False,4,False,False,True,True,False,False,True,False,False
436,0,3,1,21.0,2,2,34.375,2,False,1,False,5,False,False,True,False,False,True,False,False,True
437,1,2,1,24.0,2,3,18.75,2,False,0,False,6,False,False,True,False,False,True,False,True,False
438,0,1,0,64.0,1,4,263.0,2,True,1,False,6,False,False,True,False,True,False,True,False,False
439,0,2,0,31.0,0,0,10.5,2,True,1,True,1,False,False,True,False,True,False,False,True,False
440,1,2,1,45.0,1,1,26.25,2,False,0,False,3,False,False,True,False,False,True,False,True,False
441,0,3,0,20.0,0,0,9.5,2,True,1,True,1,False,False,True,False,True,False,False,False,True
442,0,3,0,25.0,1,0,7.775,2,True,1,False,2,False,False,True,False,True,False,False,False,True
443,1,2,1,28.0,0,0,13.0,2,False,0,True,1,False,False,True,False,False,True,False,True,False
444,1,3,0,28.0,0,0,8.1125,2,True,0,True,1,False,False,True,False,True,False,False,False,True
445,1,1,0,4.0,0,2,81.8583,2,False,0,False,3,False,False,True,True,False,False,True,False,False
446,1,2,1,13.0,0,1,19.5,2,False,0,False,2,False,False,True,True,False,False,False,True,False
447,1,1,0,34.0,0,0,26.55,2,True,0,True,1,False,False,True,False,True,False,True,False,False
448,1,3,1,5.0,2,1,19.2583,0,False,0,False,4,True,False,False,True,False,False,False,False,True
449,1,1,0,52.0,0,0,30.5,2,True,0,True,1,False,False,True,False,True,False,True,False,False
450,0,2,0,36.0,1,2,27.75,2,True,1,False,4,False,False,True,False,True,False,False,True,False
451,0,3,0,28.0,1,0,19.9667,2,True,1,False,2,False,False,True,False,True,False,False,False,True
452,0,1,0,30.0,0,0,27.75,0,True,1,True,1,True,False,False,False,True,False,True,False,False
453,1,1,0,49.0,1,0,89.1042,0,True,0,False,2,True,False,False,False,True,False,True,False,False
454,0,3,0,28.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
455,1,3,0,29.0,0,0,7.8958,0,True,0,True,1,True,False,False,False,True,False,False,False,True
456,0,1,0,65.0,0,0,26.55,2,True,1,True,1,False,False,True,False,True,False,True,False,False
457,1,1,1,28.0,1,0,51.8625,2,False,0,False,2,False,False,True,False,False,True,True,False,False
458,1,2,1,50.0,0,0,10.5,2,False,0,True,1,False,False,True,False,False,True,False,True,False
459,0,3,0,28.0,0,0,7.75,1,True,1,True,1,False,True,False,False,True,False,False,False,True
460,1,1,0,48.0,0,0,26.55,2,True,0,True,1,False,False,True,False,True,False,True,False,False
461,0,3,0,34.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
462,0,1,0,47.0,0,0,38.5,2,True,1,True,1,False,False,True,False,True,False,True,False,False
463,0,2,0,48.0,0,0,13.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
464,0,3,0,28.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
465,0,3,0,38.0,0,0,7.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
466,0,2,0,28.0,0,0,0.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
467,0,1,0,56.0,0,0,26.55,2,True,1,True,1,False,False,True,False,True,False,True,False,False
468,0,3,0,28.0,0,0,7.725,1,True,1,True,1,False,True,False,False,True,False,False,False,True
469,1,3,1,0.75,2,1,19.2583,0,False,0,False,4,True,False,False,True,False,False,False,False,True
470,0,3,0,28.0,0,0,7.25,2,True,1,True,1,False,False,True,False,True,False,False,False,True
471,0,3,0,38.0,0,0,8.6625,2,True,1,True,1,False,False,True,False,True,False,False,False,True
472,1,2,1,33.0,1,2,27.75,2,False,0,False,4,False,False,True,False,False,True,False,True,False
473,1,2,1,23.0,0,0,13.7917,0,False,0,True,1,True,False,False,False,False,True,False,True,False
474,0,3,1,22.0,0,0,9.8375,2,False,1,True,1,False,False,True,False,False,True,False,False,True
475,0,1,0,28.0,0,0,52.0,2,True,1,True,1,False,False,True,False,True,False,True,False,False
476,0,2,0,34.0,1,0,21.0,2,True,1,False,2,False,False,True,False,True,False,False,True,False
477,0,3,0,29.0,1,0,7.0458,2,True,1,False,2,False,False,True,False,True,False,False,False,True
478,0,3,0,22.0,0,0,7.5208,2,True,1,True,1,False,False,True,False,True,False,False,False,True
479,1,3,1,2.0,0,1,12.2875,2,False,0,False,2,False,False,True,True,False,False,False,False,True
480,0,3,0,9.0,5,2,46.9,2,False,1,False,8,False,False,True,True,False,False,False,False,True
481,0,2,0,28.0,0,0,0.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
482,0,3,0,50.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
483,1,3,1,63.0,0,0,9.5875,2,False,0,True,1,False,False,True,False,False,True,False,False,True
484,1,1,0,25.0,1,0,91.0792,0,True,0,False,2,True,False,False,False,True,False,True,False,False
485,0,3,1,28.0,3,1,25.4667,2,False,1,False,5,False,False,True,False,False,True,False,False,True
486,1,1,1,35.0,1,0,90.0,2,False,0,False,2,False,False,True,False,False,True,True,False,False
487,0,1,0,58.0,0,0,29.7,0,True,1,True,1,True,False,False,False,True,False,True,False,False
488,0,3,0,30.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
489,1,3,0,9.0,1,1,15.9,2,False,0,False,3,False,False,True,True,False,False,False,False,True
490,0,3,0,28.0,1,0,19.9667,2,True,1,False,2,False,False,True,False,True,False,False,False,True
491,0,3,0,21.0,0,0,7.25,2,True,1,True,1,False,False,True,False,True,False,False,False,True
492,0,1,0,55.0,0,0,30.5,2,True,1,True,1,False,False,True,False,True,False,True,False,False
493,0,1,0,71.0,0,0,49.5042,0,True,1,True,1,True,False,False,False,True,False,True,False,False
494,0,3,0,21.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
495,0,3,0,28.0,0,0,14.4583,0,True,1,True,1,True,False,False,False,True,False,False,False,True
496,1,1,1,54.0,1,0,78.2667,0,False,0,False,2,True,False,False,False,False,True,True,False,False
497,0,3,0,28.0,0,0,15.1,2,True,1,True,1,False,False,True,False,True,False,False,False,True
498,0,1,1,25.0,1,2,151.55,2,False,1,False,4,False,False,True,False,False,True,True,False,False
499,0,3,0,24.0,0,0,7.7958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
500,0,3,0,17.0,0,0,8.6625,2,True,1,True,1,False,False,True,False,True,False,False,False,True
501,0,3,1,21.0,0,0,7.75,1,False,1,True,1,False,True,False,False,False,True,False,False,True
502,0,3,1,28.0,0,0,7.6292,1,False,1,True,1,False,True,False,False,False,True,False,False,True
503,0,3,1,37.0,0,0,9.5875,2,False,1,True,1,False,False,True,False,False,True,False,False,True
504,1,1,1,16.0,0,0,86.5,2,False,0,True,1,False,False,True,False,False,True,True,False,False
505,0,1,0,18.0,1,0,108.9,0,True,1,False,2,True,False,False,False,True,False,True,False,False
506,1,2,1,33.0,0,2,26.0,2,False,0,False,3,False,False,True,False,False,True,False,True,False
507,1,1,0,28.0,0,0,26.55,2,True,0,True,1,False,False,True,False,True,False,True,False,False
508,0,3,0,28.0,0,0,22.525,2,True,1,True,1,False,False,True,False,True,False,False,False,True
509,1,3,0,26.0,0,0,56.4958,2,True,0,True,1,False,False,True,False,True,False,False,False,True
510,1,3,0,29.0,0,0,7.75,1,True,0,True,1,False,True,False,False,True,False,False,False,True
511,0,3,0,28.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
512,1,1,0,36.0,0,0,26.2875,2,True,0,True,1,False,False,True,False,True,False,True,False,False
513,1,1,1,54.0,1,0,59.4,0,False,0,False,2,True,False,False,False,False,True,True,False,False
514,0,3,0,24.0,0,0,7.4958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
515,0,1,0,47.0,0,0,34.0208,2,True,1,True,1,False,False,True,False,True,False,True,False,False
516,1,2,1,34.0,0,0,10.5,2,False,0,True,1,False,False,True,False,False,True,False,True,False
517,0,3,0,28.0,0,0,24.15,1,True,1,True,1,False,True,False,False,True,False,False,False,True
518,1,2,1,36.0,1,0,26.0,2,False,0,False,2,False,False,True,False,False,True,False,True,False
519,0,3,0,32.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
520,1,1,1,30.0,0,0,93.5,2,False,0,True,1,False,False,True,False,False,True,True,False,False
521,0,3,0,22.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
522,0,3,0,28.0,0,0,7.225,0,True,1,True,1,True,False,False,False,True,False,False,False,True
523,1,1,1,44.0,0,1,57.9792,0,False,0,False,2,True,False,False,False,False,True,True,False,False
524,0,3,0,28.0,0,0,7.2292,0,True,1,True,1,True,False,False,False,True,False,False,False,True
525,0,3,0,40.5,0,0,7.75,1,True,1,True,1,False,True,False,False,True,False,False,False,True
526,1,2,1,50.0,0,0,10.5,2,False,0,True,1,False,False,True,False,False,True,False,True,False
527,0,1,0,28.0,0,0,221.7792,2,True,1,True,1,False,False,True,False,True,False,True,False,False
528,0,3,0,39.0,0,0,7.925,2,True,1,True,1,False,False,True,False,True,False,False,False,True
529,0,2,0,23.0,2,1,11.5,2,True,1,False,4,False,False,True,False,True,False,False,True,False
530,1,2,1,2.0,1,1,26.0,2,False,0,False,3,False,False,True,True,False,False,False,True,False
531,0,3,0,28.0,0,0,7.2292,0,True,1,True,1,True,False,False,False,True,False,False,False,True
532,0,3,0,17.0,1,1,7.2292,0,True,1,False,3,True,False,False,False,True,False,False,False,True
533,1,3,1,28.0,0,2,22.3583,0,False,0,False,3,True,False,False,False,False,True,False,False,True
534,0,3,1,30.0,0,0,8.6625,2,False,1,True,1,False,False,True,False,False,True,False,False,True
535,1,2,1,7.0,0,2,26.25,2,False,0,False,3,False,False,True,True,False,False,False,True,False
536,0,1,0,45.0,0,0,26.55,2,True,1,True,1,False,False,True,False,True,False,True,False,False
537,1,1,1,30.0,0,0,106.425,0,False,0,True,1,True,False,False,False,False,True,True,False,False
538,0,3,0,28.0,0,0,14.5,2,True,1,True,1,False,False,True,False,True,False,False,False,True
539,1,1,1,22.0,0,2,49.5,0,False,0,False,3,True,False,False,False,False,True,True,False,False
540,1,1,1,36.0,0,2,71.0,2,False,0,False,3,False,False,True,False,False,True,True,False,False
541,0,3,1,9.0,4,2,31.275,2,False,1,False,7,False,False,True,True,False,False,False,False,True
542,0,3,1,11.0,4,2,31.275,2,False,1,False,7,False,False,True,True,False,False,False,False,True
543,1,2,0,32.0,1,0,26.0,2,True,0,False,2,False,False,True,False,True,False,False,True,False
544,0,1,0,50.0,1,0,106.425,0,True,1,False,2,True,False,False,False,True,False,True,False,False
545,0,1,0,64.0,0,0,26.0,2,True,1,True,1,False,False,True,False,True,False,True,False,False
546,1,2,1,19.0,1,0,26.0,2,False,0,False,2,False,False,True,False,False,True,False,True,False
547,1,2,0,28.0,0,0,13.8625,0,True,0,True,1,True,False,False,False,True,False,False,True,False
548,0,3,0,33.0,1,1,20.525,2,True,1,False,3,False,False,True,False,True,False,False,False,True
549,1,2,0,8.0,1,1,36.75,2,False,0,False,3,False,False,True,True,False,False,False,True,False
550,1,1,0,17.0,0,2,110.8833,0,True,0,False,3,True,False,False,False,True,False,True,False,False
551,0,2,0,27.0,0,0,26.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
552,0,3,0,28.0,0,0,7.8292,1,True,1,True,1,False,True,False,False,True,False,False,False,True
553,1,3,0,22.0,0,0,7.225,0,True,0,True,1,True,False,False,False,True,False,False,False,True
554,1,3,1,22.0,0,0,7.775,2,False,0,True,1,False,False,True,False,False,True,False,False,True
555,0,1,0,62.0,0,0,26.55,2,True,1,True,1,False,False,True,False,True,False,True,False,False
556,1,1,1,48.0,1,0,39.6,0,False,0,False,2,True,False,False,False,False,True,True,False,False
557,0,1,0,28.0,0,0,227.525,0,True,1,True,1,True,False,False,False,True,False,True,False,False
558,1,1,1,39.0,1,1,79.65,2,False,0,False,3,False,False,True,False,False,True,True,False,False
559,1,3,1,36.0,1,0,17.4,2,False,0,False,2,False,False,True,False,False,True,False,False,True
560,0,3,0,28.0,0,0,7.75,1,True,1,True,1,False,True,False,False,True,False,False,False,True
561,0,3,0,40.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
562,0,2,0,28.0,0,0,13.5,2,True,1,True,1,False,False,True,False,True,False,False,True,False
563,0,3,0,28.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
564,0,3,1,28.0,0,0,8.05,2,False,1,True,1,False,False,True,False,False,True,False,False,True
565,0,3,0,24.0,2,0,24.15,2,True,1,False,3,False,False,True,False,True,False,False,False,True
566,0,3,0,19.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
567,0,3,1,29.0,0,4,21.075,2,False,1,False,5,False,False,True,False,False,True,False,False,True
568,0,3,0,28.0,0,0,7.2292,0,True,1,True,1,True,False,False,False,True,False,False,False,True
569,1,3,0,32.0,0,0,7.8542,2,True,0,True,1,False,False,True,False,True,False,False,False,True
570,1,2,0,62.0,0,0,10.5,2,True,0,True,1,False,False,True,False,True,False,False,True,False
571,1,1,1,53.0,2,0,51.4792,2,False,0,False,3,False,False,True,False,False,True,True,False,False
